Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
3655.8,2.183167,0.942986,0.260706,-0.173656,-1.459443,-0.121331,2.043523,-0.185596,-1.33141,-0.705554,0.275239,-0.488335,0.603933,0.61773,0.994344,1.502646,0.988482,-0.868496,-0.783063,-0.060898,-0.334204,-0.771533,-0.271559,-0.261861,-0.328459,-0.134503,0.427734,0.059771,31.67,0
3734.6,4.943618,0.330281,-0.543605,0.007485,0.448386,0.733484,3.368887,-1.318074,1.285387,0.297776,-2.152986,1.007617,1.577487,-1.012738,-0.009993,-1.821207,-1.249482,0.974279,-0.404228,-0.891149,0.169971,-0.35408,-0.289468,0.407998,-0.567959,-0.385619,0.055925,0.290823,36.19,0
3753.8,2.476321,-1.288249,1.756714,-1.420169,3.192484,-1.910614,2.155088,-1.023632,3.012413,0.84756,-1.392319,-0.682778,0.972137,1.24368,-0.079097,0.047139,0.752736,0.122524,-1.121038,-0.65339,0.174163,0.823827,0.99353,0.430185,0.140453,0.318939,-0.242006,-0.045969,297.3,0
3772.5,-1.648261,-2.418861,0.625096,0.335985,1.202118,0.9203,0.393623,0.86791,-0.063867,0.591811,-0.995087,0.483356,0.831809,-0.791216,0.057975,-0.658247,-0.522607,-1.045768,1.097005,0.856495,0.398099,1.336711,-0.116351,1.673084,-0.111237,0.108693,-0.144379,0.111698,6.89,0
3848.1,1.67123,-0.22066,3.329705,0.433126,0.472849,-1.531829,0.678898,-0.208983,-0.910107,-1.112947,3.661305,-0.344472,-1.813137,-0.824936,-0.05768,0.577037,0.550687,0.629001,-0.558879,0.273613,-0.648933,-0.41998,-0.564221,-0.655815,0.52028,0.293298,0.354493,0.011794,108.91,0
3940.5,1.553615,-3.411683,1.61749,0.320784,1.09628,0.64041,-1.601223,-2.335832,-1.065444,0.809715,0.945681,-1.788458,-1.220924,-0.85449,-0.399652,-1.43772,-1.411518,-0.764002,0.074753,-0.948848,-0.08578,0.717464,-0.800353,-0.113927,0.500992,-0.178151,-0.208221,0.349049,6.19,0
3998.6,-0.612404,2.139448,0.803913,-0.62093,0.83857,0.540017,1.656099,-0.855013,0.061656,-0.088172,0.964944,-1.340327,1.265571,0.550959,-1.473005,1.275389,2.217544,0.931335,1.23672,0.068613,-1.230744,-1.249904,0.156828,-0.326685,-0.447126,-0.026725,0.223435,-0.435827,3.93,0
4013.7,-0.897755,2.924675,-2.01517,1.575234,-0.847381,0.919764,1.780109,1.15585,1.360372,-1.650617,1.526126,-1.114817,0.322985,0.305113,0.542619,0.355676,-0.83756,-1.254877,0.756036,0.149356,0.85139,-0.030319,-0.863916,0.53316,-0.18107,0.145668,-0.235004,0.493291,52.32,0
4142.1,-1.75313,-0.653614,0.201367,-1.978064,0.577797,2.716368,-0.795639,0.61613,-4.11397,-0.055799,-0.428984,-1.07011,1.345805,-0.385451,-0.198512,-0.398148,-1.902617,-1.052328,0.832948,-1.695775,-0.567641,-0.270921,1.072005,0.424155,-0.272394,0.555626,-0.26878,0.30273,3.36,0
4225.1,-2.717754,2.07894,-0.761125,-1.862735,-0.379599,0.467376,-0.802592,0.863757,-0.872332,0.8892,0.606008,-0.079651,-0.549276,0.179043,0.615469,2.176344,0.932462,0.907309,2.676711,0.414678,0.358995,0.477166,-0.620327,-0.244968,-0.247461,0.275836,-0.063219,0.041467,15.31,0
4289.4,2.174909,1.671955,-0.303077,-1.213436,1.984628,1.30415,-2.605706,-0.488288,0.24766,1.116323,1.247176,0.371181,0.728308,0.075776,-0.753716,-0.275779,0.018851,-0.032239,-1.634163,-0.319459,0.041634,-0.190706,-0.151751,0.269299,-0.52749,-0.693425,-0.126373,0.229234,127.63,0
4295.7,3.375106,1.515011,-2.751635,-0.420843,0.448635,0.299274,0.874872,-1.429917,0.097174,0.602463,1.131475,-1.053402,-0.429529,-3.194511,-0.695117,-0.553549,-1.012032,0.153958,-0.048486,-1.815739,0.159636,-0.629197,0.298609,-0.707392,0.01467,-0.120607,0.110015,0.037409,8.19,0
4584.8,-0.510328,-2.975816,-2.768397,-1.057484,-0.014474,-1.02501,1.014233,-0.435378,-1.443945,-0.398605,0.309512,0.424757,2.337538,-0.790304,-0.082187,0.449797,-0.023249,-0.465389,-1.34269,-0.41056,-0.795335,-1.170256,-0.489195,-0.57784,0.285407,0.256021,-0.328075,-0.078069,211.9,0
4592.6,-3.716485,-0.957555,0.747722,1.494054,-1.246512,1.77257,-2.458789,-1.945375,1.061864,2.395274,0.676185,-0.052744,-2.731784,-2.389484,0.144747,-0.377955,-1.097644,0.060921,0.099781,0.759031,0.101187,0.832578,0.004915,-0.063648,0.52033,-0.416743,1.02154,0.112577,1.63,0
4697.1,0.761659,1.01713,3.517893,1.435319,-2.805876,2.365108,-0.55301,0.167083,-1.914143,0.754223,-0.892624,0.130963,-0.353545,2.274367,2.217195,0.049097,0.063504,-0.347164,0.958539,-0.264354,-0.312102,0.663268,-0.330954,-0.020835,-0.773085,0.299933,0.704463,0.216368,85.89,0
5011.1,2.923598,-1.638931,0.442889,-1.708167,-0.398168,1.301319,0.165176,-2.202674,-1.967673,-1.979668,0.673472,2.698351,1.695504,-2.240071,1.5895,0.988423,-1.533853,-0.281865,0.949453,0.442385,-0.9697,0.413947,-1.314167,-0.122965,0.556334,0.007835,-0.181096,0.266804,4.66,0
5116.1,1.949504,2.537595,1.638582,1.95849,1.281233,0.447465,0.145203,-0.369949,-1.814062,-1.36928,-0.386464,0.315676,1.793011,-0.049383,1.122407,1.139278,-0.229732,0.552842,-0.211058,1.062606,0.470995,-0.806883,0.099308,0.909514,-0.088602,0.190693,0.198134,-0.310987,19.43,0
5155.4,1.021416,-2.69991,-1.172466,1.948254,0.623663,-0.513101,0.724259,-0.093699,0.018821,0.94144,-0.996763,0.052736,-0.3886,-1.873361,-1.029547,1.655329,0.381874,-1.230447,-1.334974,-0.090147,1.156434,-0.126581,0.803563,0.194214,0.230389,-0.568918,0.340286,-0.10048,31.78,0
5193.4,1.726185,-1.577077,0.331804,0.637516,-0.269273,0.681734,-0.432155,-1.012052,2.402279,1.503499,-1.042667,0.743188,-0.924223,-1.399683,1.156335,-1.798772,0.91999,-0.234938,-0.18334,0.329319,0.430518,-0.560077,0.441268,0.062564,-0.614071,-0.072354,0.501353,0.502978,17.48,0
5338.3,1.434697,-2.305739,0.919434,1.541004,1.268645,1.322793,0.589293,-0.11291,-0.910298,-2.720374,0.465435,0.243247,0.693872,-1.580283,0.721463,2.168686,0.077869,-0.057326,0.267802,1.633397,-0.758258,0.137729,-0.491641,-0.301866,-0.024244,0.57386,0.653693,0.134443,18.02,0
5368.8,-0.753189,4.828528,-0.801269,-1.034391,-3.102863,2.352673,1.57071,3.769986,-2.079139,2.090045,0.096112,1.053901,-2.050567,1.734511,0.879734,-0.041072,0.640334,-0.711627,-0.502181,-0.372472,-1.372391,0.584081,0.732609,-0.387038,0.170233,-0.113101,0.119151,-0.188273,4.3,0
5405.8,-1.76685,2.037908,-0.119698,3.662264,0.080957,-1.560613,1.990371,0.983581,1.087617,1.706528,-0.894573,-0.166372,-0.21336,-1.524993,-0.29483,1.410623,0.23558,-1.251338,-1.348394,1.337987,-0.066903,-0.4388,-0.168454,-0.815255,0.695735,-0.167411,0.496316,0.015496,134.02,0
5537.1,2.859064,0.497227,1.599021,1.302357,1.089605,0.586334,-0.377736,2.986659,-1.357046,0.006174,0.020399,0.526154,-0.534455,0.371867,-0.188854,-1.669839,0.009482,-1.023118,-1.503134,0.110006,0.361395,0.356984,0.348705,-1.066503,-0.665386,0.840574,-0.380098,0.183252,5.61,0
5555.4,-1.373875,0.154329,-1.186765,1.017013,0.239101,-0.755451,-1.703613,0.417529,-1.814587,0.612723,3.599257,1.765222,0.893944,-0.101143,-2.168531,-1.395747,1.273291,-0.734181,-0.606018,-0.133134,-0.786701,-0.831477,-0.031032,-0.491992,-0.362276,-0.33273,0.189597,-0.069638,5.6,0
6020.1,-0.357144,1.156306,-0.266193,-0.503948,0.822417,1.126037,-0.238586,0.125688,-1.16979,-1.233646,1.054017,0.581721,0.566594,0.331824,0.051679,0.735101,0.928182,0.847105,-0.087341,1.114731,0.16923,0.428611,0.173432,0.136311,-0.359701,0.298724,1.032736,-0.112439,21.83,0
6068.2,0.141989,-0.864316,-0.914585,2.79717,-1.176453,-0.798913,-2.575266,-1.181313,-2.556272,0.905587,3.836622,-0.479399,-2.074188,1.063333,-0.813079,1.371533,-0.27994,-0.587355,-0.15423,0.609028,-0.16846,-0.336669,-0.122245,-0.701876,0.194104,-0.761013,-0.1612,0.227816,10.63,0
6078.4,0.606097,1.143473,-0.1219,2.11854,1.616511,0.75183,1.504685,1.170105,-0.657568,-1.926255,0.576052,0.713961,1.357032,-1.106246,-1.01386,0.48545,-0.07064,-1.75306,0.325094,-1.488799,-0.70019,0.91614,1.121963,-0.670862,-0.161036,0.018154,0.646519,-0.147861,67.11,0
6193.6,-0.953768,2.999939,-0.702383,1.307988,-2.582265,-0.288559,-2.692235,-1.645695,1.255694,-0.071531,-0.437293,-0.978921,-0.274594,0.35576,1.09941,-2.770988,-0.8256,0.147901,-0.085681,0.324195,0.198178,-0.206633,-0.323917,-0.13548,0.561607,-0.311781,-0.022797,0.055003,12.93,0
6203.3,3.120702,-0.581708,1.796875,2.231252,-0.111452,-0.355101,-0.533798,-0.398895,1.278196,0.331114,0.322434,-1.471126,-1.203988,2.532443,-0.198901,-0.817815,1.420498,0.261978,0.501068,-0.110949,-0.236054,-0.114942,-0.850128,-0.048523,0.144727,0.78816,0.031214,-0.700253,24.5,0
6231.1,-0.187971,5.306521,1.623634,-1.46861,1.033342,-1.25043,-2.196177,-0.543198,0.136951,-2.683423,-1.574774,0.013513,-0.507949,0.466462,-1.358629,0.753787,-1.174991,1.527134,-1.486991,-0.87809,0.309164,1.12798,0.193693,0.310614,0.008574,-0.43717,-0.177902,-0.363573,28.15,0
6248.9,-2.55742,0.778203,-2.104919,0.578748,-2.275779,0.49946,-0.792752,2.193278,0.484379,1.771289,-1.035516,0.073402,-1.220908,-0.488667,-0.293168,-0.766184,-1.206499,-1.314048,-2.027782,-0.84899,0.46481,-1.083427,-0.841142,0.988311,-0.311176,0.136742,0.233137,0.198758,78.93,0
6388.5,-3.044628,-0.447571,-3.032678,4.430553,-2.788078,-1.765805,-1.688086,-2.333682,2.023881,3.472175,-0.651952,-1.726331,-2.78373,-0.28841,-0.353861,-0.687479,0.219735,0.367365,0.280005,-0.254071,-0.816016,0.451287,0.007694,0.490242,0.386259,-0.605565,-0.52057,-0.226662,13.02,0
6464.9,-2.112531,1.462951,0.65838,1.990744,0.693118,0.351613,1.946228,0.732427,0.101899,2.121983,0.15784,-0.397897,-1.042624,0.830612,1.383664,-0.053398,1.298227,-1.831384,-0.04806,-0.032224,-0.538514,1.615728,-0.040696,-0.225007,0.012693,-0.85305,-0.275804,0.294972,3.3,0
6660.1,-1.257891,-1.605562,2.454148,2.42735,0.903776,-0.766957,-0.388475,-1.253878,-1.488475,-1.496997,-0.846963,-1.352802,-1.945944,0.25922,0.2624,1.795281,-0.663388,0.275264,0.271018,-0.20401,0.551358,0.525433,0.201297,-0.141075,-0.174792,-0.582562,-0.292518,-0.186602,9.29,0
6677.7,-2.247944,0.852149,2.242569,-1.644602,0.495498,-1.742669,-0.494652,-1.076403,0.900614,-0.97293,1.386349,-0.321257,-0.808396,-1.480757,0.283214,0.944953,0.271297,2.081284,1.239149,-0.247161,-0.235576,0.31835,-0.515227,0.643618,0.176782,0.109232,0.249339,0.516849,96.04,0
6735.6,0.341911,-0.218963,2.827452,1.752341,-0.56112,0.00874,0.316951,0.56416,-2.029875,-2.210895,-1.216053,-1.261306,-0.801203,0.749899,-0.18895,0.207305,-1.215234,-0.429156,0.508957,0.478165,-0.536721,0.109571,1.351884,-0.009711,-0.338891,-0.07401,0.033457,-0.045351,37.25,0
6928.4,-0.062709,-2.79601,-1.804041,-0.270463,-0.288913,-0.954134,-0.287155,0.095138,1.330826,-0.142203,0.546919,-0.708092,0.711941,0.443918,0.968432,0.753097,0.584375,-0.091492,0.212281,0.854746,-0.483018,-0.425921,0.111547,0.229173,-0.402897,-0.031843,-0.034118,-0.664584,15.73,0
6938.1,-0.439188,-0.30473,-0.300401,2.564378,-2.125396,-1.389642,-4.237562,-0.749874,-0.592,-0.730967,1.517928,1.125178,0.096888,-0.437872,1.147812,-0.020856,-0.812209,-1.595476,-0.382473,0.60651,1.686325,0.041758,-0.470552,-0.653925,0.269845,-0.751596,0.199755,0.245313,26.4,0
6955.8,0.872559,-0.425493,1.058741,0.309588,-1.360276,3.118287,-0.570502,1.209599,-3.618964,1.829608,2.01275,0.039005,0.69536,0.659875,-0.718965,0.577518,-0.802641,-0.565918,0.976684,0.783336,-0.523241,-0.497202,-0.396922,0.404309,-0.488881,0.151933,0.271078,-0.026474,17.84,0
6981.0,2.020127,-0.58946,-0.400781,-1.769902,1.778177,-1.291729,0.567408,-0.1112,-1.575275,-0.873048,1.895047,0.263649,-1.255832,0.36074,-0.163431,3.645938,0.283012,-0.35384,1.230691,-1.479648,0.069867,1.351779,-0.071441,-0.956525,-0.19356,0.619517,0.136499,-0.251657,63.13,0
7075.6,-1.370486,-1.08416,0.676912,2.423622,1.839791,0.768465,-2.160224,-2.070591,0.797903,-1.928509,-0.30911,0.397649,-1.415673,-1.210147,-0.105276,0.531631,1.053656,0.564335,0.063836,-0.599719,-0.793264,-0.346261,0.252034,0.185766,-1.026619,-0.33464,0.437192,0.023765,36.78,0
7098.5,-2.834018,4.563313,-0.054239,0.696072,0.698428,-0.619466,-1.180286,3.308241,1.501093,1.17811,0.78973,-1.311745,1.589815,-0.996146,0.316862,-1.730467,-2.025741,0.295893,-0.701219,-1.598701,0.400451,1.436944,0.854322,-0.142001,0.004324,0.378097,0.407291,-0.103061,17.56,0
7190.9,0.068355,0.582302,1.038005,-0.241016,-0.209927,2.325273,1.962111,0.744407,2.572297,-0.553906,2.224075,0.709289,4.07061,-1.408895,-0.771045,0.442064,0.394292,1.812907,-0.579258,0.727286,0.861084,0.477595,-0.590835,0.776874,0.601003,0.255379,0.074171,0.067832,73.79,0
7317.4,-0.157472,1.241225,0.058349,-1.536773,-1.833094,-1.26732,0.360348,-0.042031,0.322218,0.717832,-0.859662,1.916215,-0.333151,-0.512086,0.539558,-1.938539,-0.784679,0.912034,-1.505766,0.898199,1.11936,-0.250409,0.179411,0.61757,-0.228208,0.369608,-0.243602,-0.143281,100.7,0
7318.2,-1.598673,0.66372,2.17012,-0.333449,-2.222332,-1.824561,0.640128,2.875456,0.589129,-0.554552,1.049956,-0.313122,-0.470755,-1.132402,1.575376,-2.680275,0.791949,-0.431111,-0.355629,1.36012,-0.528986,-0.460936,-0.080168,0.228382,-0.216018,-0.670347,-0.314216,0.3844,8.14,0
7353.0,0.149554,0.873773,-0.489923,-1.194424,2.93264,-0.317138,-0.719244,1.70917,-1.080865,-0.852443,0.014042,0.000353,0.323072,2.471268,0.3761,-2.510168,0.323882,0.035214,0.037657,0.197669,-0.021243,-0.035659,0.376909,-0.299148,-0.463313,1.287907,-0.25983,0.030043,8.32,0
7512.5,-2.991321,0.225604,-1.748934,-0.801368,1.826928,0.795424,0.922087,-2.761768,2.748539,-1.708363,2.094694,1.335574,0.718459,-1.010149,0.169556,-0.497084,0.028824,-0.232289,-1.766796,0.901582,-0.060079,-0.328587,-0.344497,0.197817,-0.436948,-0.960538,0.147773,0.155731,437.55,0
7633.5,-0.399264,-2.22353,0.166672,-2.652431,-1.795751,-1.265065,1.369057,-0.565404,-0.670141,2.801726,0.483004,0.443204,-0.460072,-0.704602,-2.445536,1.022559,0.444989,-0.166558,-0.11893,0.591642,-1.151637,-0.399808,-0.698616,0.977611,0.428098,-0.938184,-0.549439,-0.039704,52.0,0
